Gender,Age,Height_cm,Weight_kg,BMI_Category,Goal,Body_Part,Exercise,Equipment,Reps,Sets,Intensity,Calories_Burned_30min,MuscleGain_kg_month
Male,21,185,119,Obese,Fat Loss,Arms,Overhead Extension,Dumbbell,10,3,High,202,0.19
Female,37,152,98,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,15,5,High,212,0.29
Female,29,190,105,Overweight,Fat Loss,Legs,Leg Press,Machine,12,3,High,145,0.14
Male,35,187,57,Underweight,Muscle Gain,Back,Lat Pulldown,Machine,15,5,Low,206,0.24
Male,33,173,109,Obese,Fat Loss,Shoulders,Arnold Press,Bodyweight,13,4,High,118,0.24
Male,27,165,108,Obese,Fat Loss,Chest,Pec Deck Fly,Bodyweight,14,3,High,105,0.19
Male,26,164,75,Overweight,Fat Loss,Glutes,Cable Kickback,Bodyweight,12,5,High,116,0.27
Male,53,164,104,Obese,Fat Loss,Chest,Incline Chest Press,Bodyweight,12,5,High,137,0.2
Female,56,158,82,Obese,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,11,3,High,156,0.19
Female,21,156,77,Obese,Fat Loss,Glutes,Glute Bridge,Bodyweight,10,4,High,164,0.26
Male,48,179,63,Normal,Maintenance,Glutes,Glute Bridge,Bodyweight,10,5,Moderate,139,0.13
Male,55,166,47,Underweight,Muscle Gain,Back,Lat Pulldown,Machine,13,3,Low,187,0.59
Female,43,164,50,Normal,Maintenance,Legs,Bodyweight Squat,Bodyweight,14,4,Moderate,242,0.11
Male,58,156,107,Obese,Fat Loss,Full Body,Jump Squats,Bodyweight,14,3,High,179,0.12
Male,25,167,47,Underweight,Muscle Gain,Shoulders,Lateral Raise,Bodyweight,11,5,Low,135,0.56
Female,58,182,94,Overweight,Fat Loss,Glutes,Step-Up,Bodyweight,14,5,High,212,0.11
Female,48,155,68,Overweight,Fat Loss,Chest,Chest Press Machine,Machine,13,4,High,151,0.15
Male,26,176,47,Underweight,Muscle Gain,Legs,Leg Press,Machine,13,4,Low,171,0.2
Male,18,155,114,Obese,Fat Loss,Legs,Bodyweight Squat,Bodyweight,10,5,High,149,0.23
Male,41,172,98,Obese,Fat Loss,Full Body,Jump Squats,Bodyweight,12,4,High,158,0.11
Female,27,170,65,Normal,Maintenance,Chest,Chest Press Machine,Machine,13,5,Moderate,145,0.22
Female,53,152,77,Obese,Fat Loss,Shoulders,Arm Circles,Bodyweight,12,5,High,201,0.26
Male,44,166,106,Obese,Fat Loss,Glutes,Hip Thrust,Bodyweight,10,5,High,141,0.16
Female,28,165,85,Obese,Fat Loss,Abs,Dead Bug,Bodyweight,14,4,High,138,0.22
Female,59,174,47,Underweight,Muscle Gain,Cardio,Elliptical,Cardio Machine,13,4,Low,204,0.26
Female,21,155,69,Overweight,Fat Loss,Cardio,Elliptical,Cardio Machine,10,5,High,205,0.11
Female,52,177,61,Normal,Maintenance,Cardio,Jump Rope,Equipment,11,4,Moderate,187,0.19
Male,23,163,69,Overweight,Fat Loss,Abs,Russian Twist,Bodyweight,13,3,High,109,0.24
Male,53,155,65,Overweight,Fat Loss,Arms,Bicep Curl,Bodyweight,14,4,High,210,0.18
Female,28,166,88,Obese,Fat Loss,Chest,Push-Up,Bodyweight,10,4,High,190,0.22
Male,29,158,46,Underweight,Muscle Gain,Abs,Dead Bug,Bodyweight,11,3,Low,130,0.73
Male,54,156,87,Obese,Fat Loss,Shoulders,Arnold Press,Bodyweight,11,3,High,150,0.19
Male,45,181,66,Normal,Maintenance,Full Body,Burpees,Bodyweight,14,5,Moderate,239,0.25
Female,60,154,93,Obese,Fat Loss,Arms,Bicep Curl,Bodyweight,14,5,High,222,0.28
Female,23,151,50,Normal,Maintenance,Back,Bent-Over Row,Bodyweight,15,3,Moderate,133,0.18
Male,53,152,63,Overweight,Fat Loss,Back,Bent-Over Row,Bodyweight,11,4,High,245,0.27
Male,48,178,113,Obese,Fat Loss,Arms,Overhead Extension,Dumbbell,11,3,High,131,0.12
Female,45,180,94,Overweight,Fat Loss,Legs,Bodyweight Squat,Bodyweight,12,3,High,129,0.22
Female,47,167,90,Obese,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,14,5,High,139,0.19
Male,52,171,66,Normal,Maintenance,Legs,Seated Leg Extension,Bodyweight,15,5,Moderate,245,0.29
Male,22,177,93,Overweight,Fat Loss,Legs,Step-Up,Bodyweight,10,3,High,157,0.16
Female,34,157,87,Obese,Fat Loss,Abs,Russian Twist,Bodyweight,11,5,High,247,0.19
Male,33,184,65,Normal,Maintenance,Full Body,Kettlebell Swings,Kettlebell,13,5,Moderate,120,0.2
Male,21,157,120,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,11,4,High,136,0.18
Female,57,174,55,Underweight,Muscle Gain,Cardio,Cycling,Cardio Machine,11,4,Low,219,0.42
Male,29,160,94,Obese,Fat Loss,Arms,Concentration Curl,Bodyweight,12,4,High,154,0.29
Male,46,180,71,Normal,Maintenance,Back,Resistance Band Row,Bodyweight,13,4,Moderate,161,0.21
Male,36,155,67,Overweight,Fat Loss,Legs,Leg Press,Machine,14,4,High,146,0.12
Male,47,154,86,Obese,Fat Loss,Cardio,Elliptical,Cardio Machine,10,5,High,246,0.23
Male,33,164,109,Obese,Fat Loss,Chest,Push-Up,Bodyweight,10,5,High,224,0.27
Male,40,186,91,Overweight,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,15,3,High,129,0.29
Male,44,157,63,Overweight,Fat Loss,Chest,Incline Chest Press,Bodyweight,15,3,High,114,0.23
Male,54,160,77,Obese,Fat Loss,Abs,Russian Twist,Bodyweight,10,5,High,183,0.2
Male,58,165,75,Overweight,Fat Loss,Back,Lat Pulldown,Machine,11,5,High,155,0.28
Male,22,159,71,Overweight,Fat Loss,Shoulders,Shoulder Press,Bodyweight,12,4,High,136,0.17
Female,58,153,103,Obese,Fat Loss,Back,Lat Pulldown,Machine,10,3,High,111,0.18
Female,52,179,67,Normal,Maintenance,Cardio,Cycling,Cardio Machine,12,4,Moderate,173,0.16
Female,27,176,93,Obese,Fat Loss,Full Body,Mountain Climbers,Bodyweight,15,5,High,163,0.12
Female,37,181,80,Normal,Maintenance,Back,Seated Cable Row,Machine,13,4,Moderate,218,0.13
Female,56,151,80,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,15,5,High,222,0.26
Male,56,152,73,Obese,Fat Loss,Arms,Hammer Curl,Bodyweight,15,4,High,104,0.13
Female,28,158,115,Obese,Fat Loss,Back,Resistance Band Row,Bodyweight,14,5,High,159,0.23
Male,19,164,78,Overweight,Fat Loss,Glutes,Fire Hydrant,Bodyweight,13,4,High,222,0.24
Female,24,171,109,Obese,Fat Loss,Abs,Dead Bug,Bodyweight,11,4,High,111,0.17
Male,27,169,113,Obese,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,13,5,High,245,0.24
Male,34,164,103,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,12,4,High,243,0.11
Male,22,165,66,Normal,Maintenance,Arms,Triceps Pushdown,Cable,15,5,Moderate,239,0.2
Female,28,182,68,Normal,Maintenance,Glutes,Hip Thrust,Bodyweight,11,5,Moderate,119,0.29
Male,29,184,84,Normal,Maintenance,Glutes,Glute Bridge,Bodyweight,11,5,Moderate,125,0.27
Female,47,176,120,Obese,Fat Loss,Abs,Plank,Bodyweight,14,3,High,166,0.19
Male,24,159,68,Overweight,Fat Loss,Legs,Step-Up,Bodyweight,14,5,High,194,0.16
Male,51,167,111,Obese,Fat Loss,Back,Lat Pulldown,Machine,14,4,High,124,0.2
Female,60,169,51,Underweight,Muscle Gain,Cardio,Treadmill Walk (Incline),Cardio Machine,15,4,Low,108,0.68
Female,30,160,117,Obese,Fat Loss,Chest,Pec Deck Fly,Bodyweight,15,4,High,211,0.17
Female,47,188,57,Underweight,Muscle Gain,Back,Bent-Over Row,Bodyweight,15,4,Low,150,0.55
Male,57,151,64,Overweight,Fat Loss,Abs,Crunches,Bodyweight,13,4,High,130,0.26
Female,57,164,112,Obese,Fat Loss,Legs,Leg Press,Machine,11,3,High,171,0.29
Male,50,181,85,Overweight,Fat Loss,Arms,Triceps Pushdown,Cable,13,5,High,232,0.2
Female,41,174,118,Obese,Fat Loss,Arms,Bicep Curl,Bodyweight,11,4,High,147,0.2
Female,26,176,45,Underweight,Muscle Gain,Arms,Overhead Extension,Dumbbell,10,4,Low,148,0.27
Female,48,177,92,Overweight,Fat Loss,Shoulders,Front Raise,Bodyweight,13,5,High,123,0.12
Female,46,156,85,Obese,Fat Loss,Legs,Walking Lunges,Bodyweight,15,3,High,217,0.24
Female,37,169,87,Obese,Fat Loss,Legs,Step-Up,Bodyweight,14,3,High,235,0.19
Female,35,171,120,Obese,Fat Loss,Chest,Incline Push-Up,Bodyweight,12,5,High,188,0.19
Male,53,185,59,Underweight,Muscle Gain,Back,Bird Dog,Bodyweight,14,4,Low,174,0.49
Female,24,189,51,Underweight,Muscle Gain,Chest,Incline Chest Press,Bodyweight,12,3,Low,190,0.53
Female,23,186,74,Normal,Maintenance,Glutes,Hip Thrust,Bodyweight,15,4,Moderate,240,0.21
Female,28,158,74,Overweight,Fat Loss,Glutes,Cable Kickback,Bodyweight,12,3,High,115,0.27
Female,41,187,120,Obese,Fat Loss,Legs,Step-Up,Bodyweight,10,5,High,105,0.15
Female,54,150,113,Obese,Fat Loss,Full Body,Mountain Climbers,Bodyweight,14,3,High,170,0.21
Female,57,174,112,Obese,Fat Loss,Chest,Push-Up,Bodyweight,14,4,High,225,0.14
Female,46,171,110,Obese,Fat Loss,Chest,Incline Chest Press,Bodyweight,13,3,High,145,0.24
Male,20,163,61,Normal,Maintenance,Shoulders,Front Raise,Bodyweight,14,4,Moderate,249,0.28
Male,26,186,53,Underweight,Muscle Gain,Full Body,Kettlebell Swings,Kettlebell,12,4,Low,143,0.71
Female,23,170,54,Normal,Maintenance,Cardio,Elliptical,Cardio Machine,11,3,Moderate,146,0.24
Female,47,177,67,Normal,Maintenance,Glutes,Hip Thrust,Bodyweight,11,4,Moderate,147,0.25
Female,30,164,112,Obese,Fat Loss,Arms,Bicep Curl,Bodyweight,11,3,High,152,0.26
Male,35,178,66,Normal,Maintenance,Glutes,Hip Thrust,Bodyweight,11,3,Moderate,112,0.21
Male,25,186,79,Normal,Maintenance,Full Body,Mountain Climbers,Bodyweight,12,4,Moderate,183,0.12
Male,60,184,111,Obese,Fat Loss,Legs,Walking Lunges,Bodyweight,13,5,High,112,0.16
Male,29,163,49,Underweight,Muscle Gain,Arms,Hammer Curl,Bodyweight,11,4,Low,153,0.51
Male,22,169,82,Overweight,Fat Loss,Arms,Concentration Curl,Bodyweight,12,5,High,226,0.14
Male,59,189,99,Overweight,Fat Loss,Back,Bent-Over Row,Bodyweight,11,3,High,154,0.28
Male,27,168,79,Overweight,Fat Loss,Glutes,Fire Hydrant,Bodyweight,11,5,High,156,0.21
Female,42,159,59,Normal,Maintenance,Legs,Seated Leg Extension,Bodyweight,13,3,Moderate,187,0.21
Female,49,185,119,Obese,Fat Loss,Full Body,Kettlebell Swings,Kettlebell,13,3,High,228,0.18
Male,55,174,94,Obese,Fat Loss,Glutes,Step-Up,Bodyweight,10,3,High,211,0.27
Female,53,160,61,Normal,Maintenance,Chest,Incline Chest Press,Bodyweight,10,5,Moderate,194,0.28
Male,59,169,106,Obese,Fat Loss,Cardio,Elliptical,Cardio Machine,11,5,High,126,0.13
Female,50,189,62,Underweight,Muscle Gain,Legs,Bodyweight Squat,Bodyweight,10,4,Low,244,0.51
Male,20,164,107,Obese,Fat Loss,Cardio,Cycling,Cardio Machine,11,3,High,127,0.12
Female,53,183,105,Obese,Fat Loss,Shoulders,Arnold Press,Bodyweight,11,4,High,184,0.16
Male,40,160,63,Normal,Maintenance,Abs,Heel Touch,Bodyweight,10,3,Moderate,154,0.12
Male,55,158,62,Normal,Maintenance,Glutes,Hip Thrust,Bodyweight,10,5,Moderate,114,0.16
Male,53,183,64,Normal,Maintenance,Abs,Dead Bug,Bodyweight,15,4,Moderate,246,0.21
Female,30,168,86,Obese,Fat Loss,Shoulders,Lateral Raise,Bodyweight,10,5,High,170,0.3
Male,53,169,99,Obese,Fat Loss,Abs,Crunches,Bodyweight,14,3,High,180,0.26
Female,45,151,45,Normal,Maintenance,Legs,Walking Lunges,Bodyweight,13,3,Moderate,111,0.19
Male,28,156,110,Obese,Fat Loss,Shoulders,Lateral Raise,Bodyweight,10,3,High,158,0.11
Female,34,152,77,Obese,Fat Loss,Back,Seated Cable Row,Machine,15,4,High,225,0.11
Female,38,183,94,Overweight,Fat Loss,Back,Lat Pulldown,Machine,15,3,High,125,0.15
Male,37,170,65,Normal,Maintenance,Glutes,Cable Kickback,Bodyweight,13,5,Moderate,168,0.1
Female,36,162,55,Normal,Maintenance,Cardio,Treadmill Walk (Incline),Cardio Machine,15,5,Moderate,127,0.17
Male,37,190,73,Normal,Maintenance,Abs,Russian Twist,Bodyweight,12,5,Moderate,178,0.28
Female,43,154,103,Obese,Fat Loss,Shoulders,Lateral Raise,Bodyweight,12,5,High,129,0.2
Male,49,177,118,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,10,5,High,152,0.14
Female,27,162,110,Obese,Fat Loss,Shoulders,Shoulder Press,Bodyweight,12,5,High,230,0.28
Male,49,180,107,Obese,Fat Loss,Glutes,Fire Hydrant,Bodyweight,15,3,High,149,0.18
Female,32,182,68,Normal,Maintenance,Arms,Concentration Curl,Bodyweight,11,4,Moderate,161,0.11
Male,50,167,69,Normal,Maintenance,Chest,Incline Chest Press,Bodyweight,10,4,Moderate,100,0.23
Male,38,169,72,Overweight,Fat Loss,Arms,Hammer Curl,Bodyweight,13,5,High,247,0.11
Female,34,181,86,Overweight,Fat Loss,Legs,Walking Lunges,Bodyweight,14,4,High,215,0.12
Female,22,186,64,Underweight,Muscle Gain,Legs,Walking Lunges,Bodyweight,10,5,Low,227,0.28
Male,40,190,65,Underweight,Muscle Gain,Shoulders,Front Raise,Bodyweight,10,4,Low,226,0.46
Female,60,175,112,Obese,Fat Loss,Legs,Seated Leg Extension,Bodyweight,10,3,High,203,0.18
Female,60,156,73,Overweight,Fat Loss,Legs,Seated Leg Extension,Bodyweight,10,3,High,228,0.18
Female,37,183,66,Normal,Maintenance,Full Body,Kettlebell Swings,Kettlebell,14,3,Moderate,214,0.21
Male,55,190,117,Obese,Fat Loss,Abs,Dead Bug,Bodyweight,13,3,High,101,0.21
Male,39,184,93,Overweight,Fat Loss,Shoulders,Arnold Press,Bodyweight,12,3,High,186,0.21
Female,48,157,80,Obese,Fat Loss,Shoulders,Arnold Press,Bodyweight,13,5,High,188,0.19
Female,38,171,104,Obese,Fat Loss,Abs,Plank,Bodyweight,14,5,High,147,0.22
Female,28,164,56,Normal,Maintenance,Full Body,Kettlebell Swings,Kettlebell,15,3,Moderate,194,0.21
Male,41,174,68,Normal,Maintenance,Shoulders,Arnold Press,Bodyweight,13,4,Moderate,170,0.15
Male,53,167,66,Normal,Maintenance,Legs,Step-Up,Bodyweight,11,4,Moderate,120,0.15
Female,39,187,52,Underweight,Muscle Gain,Chest,Chest Press Machine,Machine,10,5,Low,186,0.69
Male,45,170,85,Overweight,Fat Loss,Glutes,Fire Hydrant,Bodyweight,13,5,High,139,0.2
Male,51,179,66,Normal,Maintenance,Back,Resistance Band Row,Bodyweight,10,3,Moderate,133,0.26
Male,49,168,109,Obese,Fat Loss,Shoulders,Lateral Raise,Bodyweight,11,5,High,128,0.18
Male,26,174,119,Obese,Fat Loss,Full Body,Burpees,Bodyweight,11,5,High,104,0.29
Male,29,150,89,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,11,5,High,152,0.19
Female,60,176,97,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,10,4,High,190,0.17
Male,50,176,116,Obese,Fat Loss,Abs,Heel Touch,Bodyweight,13,3,High,232,0.16
Male,36,163,112,Obese,Fat Loss,Legs,Leg Press,Machine,13,4,High,201,0.12
Male,23,164,51,Normal,Maintenance,Back,Lat Pulldown,Machine,10,3,Moderate,208,0.29
Male,44,161,99,Obese,Fat Loss,Arms,Hammer Curl,Bodyweight,10,4,High,170,0.27
Male,30,188,83,Normal,Maintenance,Arms,Concentration Curl,Bodyweight,12,4,Moderate,140,0.13
Male,32,183,104,Obese,Fat Loss,Glutes,Cable Kickback,Bodyweight,12,4,High,131,0.27
Male,53,167,104,Obese,Fat Loss,Cardio,Jump Rope,Equipment,14,4,High,190,0.26
Male,20,171,76,Overweight,Fat Loss,Glutes,Step-Up,Bodyweight,15,3,High,134,0.13
Male,34,159,89,Obese,Fat Loss,Shoulders,Arnold Press,Bodyweight,11,3,High,106,0.14
Male,56,175,47,Underweight,Muscle Gain,Arms,Overhead Extension,Dumbbell,14,3,Low,201,0.79
Female,59,171,61,Normal,Maintenance,Cardio,Rowing,Cardio Machine,11,5,Moderate,225,0.23
Female,34,186,78,Normal,Maintenance,Cardio,Rowing,Cardio Machine,13,5,Moderate,202,0.27
Male,43,152,93,Obese,Fat Loss,Cardio,Treadmill Walk (Incline),Cardio Machine,13,5,High,182,0.2
Female,49,154,85,Obese,Fat Loss,Full Body,Jump Squats,Bodyweight,11,4,High,150,0.19
Female,51,187,74,Normal,Maintenance,Full Body,Mountain Climbers,Bodyweight,15,4,Moderate,192,0.28
Male,47,172,95,Obese,Fat Loss,Chest,Pec Deck Fly,Bodyweight,12,5,High,233,0.21
Male,30,165,72,Overweight,Fat Loss,Shoulders,Lateral Raise,Bodyweight,13,3,High,102,0.26
Female,35,169,62,Normal,Maintenance,Chest,Pec Deck Fly,Bodyweight,12,3,Moderate,160,0.12
Male,20,172,52,Underweight,Muscle Gain,Legs,Seated Leg Extension,Bodyweight,13,3,Low,172,0.43
Male,26,177,69,Normal,Maintenance,Full Body,Jump Squats,Bodyweight,13,3,Moderate,229,0.27
Female,26,181,108,Obese,Fat Loss,Legs,Leg Press,Machine,12,3,High,187,0.12
Female,51,165,95,Obese,Fat Loss,Arms,Bicep Curl,Bodyweight,15,5,High,160,0.24
Male,55,167,82,Overweight,Fat Loss,Cardio,Jump Rope,Equipment,12,5,High,249,0.17
Female,26,187,88,Overweight,Fat Loss,Arms,Hammer Curl,Bodyweight,13,4,High,240,0.14
Male,44,185,110,Obese,Fat Loss,Legs,Step-Up,Bodyweight,13,3,High,214,0.25
Male,22,189,109,Obese,Fat Loss,Legs,Walking Lunges,Bodyweight,11,5,High,172,0.19
Male,54,184,77,Normal,Maintenance,Abs,Heel Touch,Bodyweight,12,5,Moderate,107,0.29
Male,28,160,116,Obese,Fat Loss,Back,Bird Dog,Bodyweight,11,3,High,136,0.18
Female,57,190,116,Obese,Fat Loss,Abs,Russian Twist,Bodyweight,15,3,High,126,0.18
Male,37,171,108,Obese,Fat Loss,Glutes,Step-Up,Bodyweight,12,5,High,208,0.29
Male,41,167,77,Overweight,Fat Loss,Chest,Incline Push-Up,Bodyweight,11,5,High,178,0.27
Female,37,151,110,Obese,Fat Loss,Back,Seated Cable Row,Machine,13,3,High,194,0.25
Male,38,180,74,Normal,Maintenance,Cardio,Cycling,Cardio Machine,10,5,Moderate,122,0.27
Female,54,169,62,Normal,Maintenance,Full Body,Mountain Climbers,Bodyweight,13,5,Moderate,192,0.26
Female,18,186,55,Underweight,Muscle Gain,Abs,Heel Touch,Bodyweight,12,4,Low,111,0.58
Male,24,180,108,Obese,Fat Loss,Shoulders,Arm Circles,Bodyweight,12,3,High,125,0.2
Male,44,177,86,Overweight,Fat Loss,Arms,Bicep Curl,Bodyweight,11,5,High,159,0.12
Male,32,153,96,Obese,Fat Loss,Cardio,Cycling,Cardio Machine,13,5,High,178,0.12
Male,29,157,57,Normal,Maintenance,Cardio,Elliptical,Cardio Machine,15,5,Moderate,125,0.22
Female,41,184,64,Normal,Maintenance,Abs,Russian Twist,Bodyweight,15,4,Moderate,124,0.11
Female,54,156,48,Normal,Maintenance,Back,Seated Cable Row,Machine,13,4,Moderate,171,0.11
Male,50,180,96,Overweight,Fat Loss,Cardio,Jump Rope,Equipment,14,5,High,242,0.13
Male,51,182,87,Overweight,Fat Loss,Back,Seated Cable Row,Machine,15,3,High,116,0.14
Male,30,181,70,Normal,Maintenance,Full Body,Kettlebell Swings,Kettlebell,13,3,Moderate,175,0.25
Female,41,161,50,Normal,Maintenance,Back,Lat Pulldown,Machine,10,4,Moderate,145,0.23
Male,29,161,93,Obese,Fat Loss,Full Body,Jumping Jacks,Bodyweight,14,4,High,120,0.22
Female,32,162,69,Overweight,Fat Loss,Shoulders,Lateral Raise,Bodyweight,11,3,High,146,0.16
Male,40,150,82,Obese,Fat Loss,Cardio,Jump Rope,Equipment,12,3,High,150,0.18
Female,52,162,109,Obese,Fat Loss,Arms,Bicep Curl,Bodyweight,10,4,High,103,0.29
Male,40,190,101,Overweight,Fat Loss,Cardio,Elliptical,Cardio Machine,13,5,High,226,0.17
Male,50,163,85,Obese,Fat Loss,Glutes,Glute Bridge,Bodyweight,12,3,High,196,0.27
Male,54,160,60,Normal,Maintenance,Cardio,Cycling,Cardio Machine,12,3,Moderate,186,0.14
Female,51,176,78,Overweight,Fat Loss,Shoulders,Arm Circles,Bodyweight,11,3,High,164,0.29
Male,38,186,95,Overweight,Fat Loss,Arms,Hammer Curl,Bodyweight,12,3,High,180,0.16
Male,42,173,74,Normal,Maintenance,Arms,Concentration Curl,Bodyweight,12,3,Moderate,129,0.13
Male,24,176,88,Overweight,Fat Loss,Back,Resistance Band Row,Bodyweight,14,3,High,101,0.22
Female,25,178,118,Obese,Fat Loss,Arms,Hammer Curl,Bodyweight,11,3,High,175,0.25
Female,47,189,119,Obese,Fat Loss,Abs,Russian Twist,Bodyweight,15,5,High,240,0.24
Male,30,178,85,Overweight,Fat Loss,Chest,Pec Deck Fly,Bodyweight,10,3,High,114,0.14
Male,59,174,72,Normal,Maintenance,Arms,Overhead Extension,Dumbbell,12,4,Moderate,239,0.26
Male,19,154,88,Obese,Fat Loss,Back,Seated Cable Row,Machine,14,3,High,141,0.22
Female,27,172,76,Overweight,Fat Loss,Back,Lat Pulldown,Machine,12,3,High,152,0.18
Male,44,181,69,Normal,Maintenance,Abs,Dead Bug,Bodyweight,10,3,Moderate,225,0.23
Female,21,181,55,Underweight,Muscle Gain,Glutes,Cable Kickback,Bodyweight,13,5,Low,161,0.25
Male,34,177,54,Underweight,Muscle Gain,Cardio,Rowing,Cardio Machine,12,4,Low,202,0.68
Female,56,178,96,Obese,Fat Loss,Full Body,Mountain Climbers,Bodyweight,13,3,High,158,0.14
Male,24,170,116,Obese,Fat Loss,Shoulders,Shoulder Press,Bodyweight,11,4,High,112,0.2
Female,20,158,107,Obese,Fat Loss,Full Body,Mountain Climbers,Bodyweight,10,3,High,105,0.2
Male,19,188,66,Normal,Maintenance,Shoulders,Arm Circles,Bodyweight,13,5,Moderate,209,0.16
Male,33,151,90,Obese,Fat Loss,Chest,Push-Up,Bodyweight,11,5,High,142,0.16
Female,29,160,112,Obese,Fat Loss,Full Body,Jump Squats,Bodyweight,12,4,High,247,0.29
Female,23,189,95,Overweight,Fat Loss,Abs,Heel Touch,Bodyweight,13,3,High,241,0.23
Male,36,169,54,Normal,Maintenance,Arms,Hammer Curl,Bodyweight,10,5,Moderate,207,0.29
Male,58,178,69,Normal,Maintenance,Chest,Pec Deck Fly,Bodyweight,10,5,Moderate,142,0.17
Female,43,188,48,Underweight,Muscle Gain,Shoulders,Arnold Press,Bodyweight,13,5,Low,120,0.44
Male,40,158,90,Obese,Fat Loss,Abs,Russian Twist,Bodyweight,12,3,High,101,0.11
Male,58,178,65,Normal,Maintenance,Arms,Concentration Curl,Bodyweight,10,3,Moderate,148,0.11
Male,40,154,46,Normal,Maintenance,Back,Resistance Band Row,Bodyweight,11,4,Moderate,206,0.14
Female,18,173,79,Overweight,Fat Loss,Cardio,Rowing,Cardio Machine,13,4,High,115,0.23
Male,49,187,72,Normal,Maintenance,Cardio,Rowing,Cardio Machine,15,3,Moderate,205,0.14
Male,50,189,68,Normal,Maintenance,Full Body,Burpees,Bodyweight,14,4,Moderate,231,0.2
Female,50,175,71,Normal,Maintenance,Back,Seated Cable Row,Machine,11,3,Moderate,227,0.25
Male,20,168,82,Overweight,Fat Loss,Arms,Hammer Curl,Bodyweight,10,4,High,188,0.22
Male,19,170,53,Underweight,Muscle Gain,Chest,Chest Press Machine,Machine,13,4,Low,138,0.32
Female,29,182,58,Underweight,Muscle Gain,Back,Seated Cable Row,Machine,14,3,Low,109,0.51
Female,51,157,52,Normal,Maintenance,Full Body,Burpees,Bodyweight,13,3,Moderate,155,0.13
Male,48,150,70,Obese,Fat Loss,Back,Lat Pulldown,Machine,11,3,High,122,0.12
Male,39,176,45,Underweight,Muscle Gain,Full Body,Jumping Jacks,Bodyweight,12,5,Low,139,0.4
Female,51,190,77,Normal,Maintenance,Glutes,Cable Kickback,Bodyweight,15,3,Moderate,181,0.25
Female,32,160,49,Normal,Maintenance,Back,Seated Cable Row,Machine,15,3,Moderate,208,0.18
Male,35,169,117,Obese,Fat Loss,Cardio,Elliptical,Cardio Machine,14,5,High,215,0.15
Male,55,165,80,Overweight,Fat Loss,Arms,Overhead Extension,Dumbbell,12,3,High,246,0.11
Female,52,183,96,Overweight,Fat Loss,Full Body,Jump Squats,Bodyweight,13,5,High,123,0.16
Female,34,171,118,Obese,Fat Loss,Shoulders,Shoulder Press,Bodyweight,13,5,High,147,0.13
Female,59,154,100,Obese,Fat Loss,Shoulders,Front Raise,Bodyweight,15,4,High,181,0.13
Female,52,178,103,Obese,Fat Loss,Shoulders,Arm Circles,Bodyweight,12,3,High,164,0.24
Female,35,189,103,Overweight,Fat Loss,Back,Seated Cable Row,Machine,11,5,High,119,0.13
Female,36,173,60,Normal,Maintenance,Abs,Dead Bug,Bodyweight,10,5,Moderate,227,0.24
Male,28,151,89,Obese,Fat Loss,Glutes,Glute Bridge,Bodyweight,11,5,High,157,0.25
Male,42,165,82,Obese,Fat Loss,Abs,Plank,Bodyweight,13,3,High,210,0.26
Male,51,185,113,Obese,Fat Loss,Cardio,Rowing,Cardio Machine,12,3,High,183,0.18
Male,32,178,111,Obese,Fat Loss,Shoulders,Arnold Press,Bodyweight,14,4,High,127,0.26
Male,46,157,47,Normal,Maintenance,Chest,Pec Deck Fly,Bodyweight,14,5,Moderate,222,0.14
Male,32,151,76,Obese,Fat Loss,Back,Lat Pulldown,Machine,15,3,High,132,0.19
Female,35,188,72,Normal,Maintenance,Abs,Crunches,Bodyweight,15,4,Moderate,140,0.2
Male,27,181,61,Normal,Maintenance,Cardio,Elliptical,Cardio Machine,11,4,Moderate,233,0.17
Female,57,162,98,Obese,Fat Loss,Arms,Bicep Curl,Bodyweight,14,5,High,214,0.13
Female,46,152,98,Obese,Fat Loss,Chest,Chest Press Machine,Machine,10,4,High,121,0.24
Male,22,155,70,Overweight,Fat Loss,Chest,Incline Chest Press,Bodyweight,10,3,High,150,0.23
Female,29,152,116,Obese,Fat Loss,Shoulders,Shoulder Press,Bodyweight,11,3,High,121,0.19
